file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source
neuromorpho__CA3_slide2_neuron3.swc,pyramidal,1584,v12_gentle_seed789,0.5324,0.8321,0.0000,0.6928,0.9044,pyramidal,0.9973,True,1,-31.14,5.01,36.15,100.01,0.032,0.778,0.189,0,566,1017,0.85,neuromorpho
neuromorpho__CA3_slide2_neuron4.swc,pyramidal,1536,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9860,True,1,-29.60,-11.35,18.25,45.94,0.022,0.501,0.477,34,732,769,0.83,neuromorpho
neuromorpho__CONTROL-1-N1.swc,interneuron,2203,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9926,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2202,0,0.32,neuromorpho
neuromorpho__CONTROL-1-N2.swc,interneuron,1440,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9943,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1439,0,0.30,neuromorpho
neuromorpho__CONTROL-1-N3.swc,interneuron,2543,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9877,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2542,0,0.31,neuromorpho
neuromorpho__CONTROL-2-N3.swc,interneuron,891,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9950,True,1,0.00,,,0.00,0.000,0.000,0.999,0,890,0,0.24,neuromorpho
neuromorpho__CONTROL-2-N5_1.swc,interneuron,1304,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9949,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1303,0,0.27,neuromorpho
neuromorpho__CONTROL-3-N1.swc,interneuron,837,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9907,True,1,0.00,,,0.00,0.000,0.000,0.999,0,836,0,0.25,neuromorpho
neuromorpho__CONTROL-3-N1_1.swc,interneuron,696,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9952,True,1,0.00,,,0.00,0.000,0.000,0.999,0,695,0,0.24,neuromorpho
neuromorpho__CONTROL-3-N4_1.swc,interneuron,1263,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9950,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1262,0,0.26,neuromorpho
neuromorpho__CONTROL-4-N1_1.swc,interneuron,760,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9951,True,1,0.00,,,0.00,0.000,0.000,0.999,0,759,0,0.23,neuromorpho
neuromorpho__CONTROL-4-N4.swc,interneuron,1191,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9804,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1190,0,0.26,neuromorpho
neuromorpho__CONTROL-5-N2.swc,interneuron,2261,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9839,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2260,0,0.28,neuromorpho
neuromorpho__CONTROL-6-N2_1.swc,interneuron,430,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9891,True,1,0.00,,,0.00,0.000,0.000,0.998,0,429,0,0.24,neuromorpho
neuromorpho__CONTROL-6-N3_1.swc,interneuron,2653,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9949,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2652,0,0.28,neuromorpho
neuromorpho__CSp0114-1.swc,pyramidal,12227,v12_gentle_seed789,1.0000,1.0000,,1.0000,1.0000,pyramidal,0.9734,True,1,0.00,20.50,20.50,207.21,0.000,0.546,0.454,0,5555,6671,1.76,neuromorpho
neuromorpho__C_RFP_0002_final.swc,pyramidal,1070,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9969,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1069,0,1.07,neuromorpho
neuromorpho__C_RFP_0003_2final.swc,pyramidal,1154,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9974,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1153,0,1.00,neuromorpho
neuromorpho__C_RFP_0003_final.swc,pyramidal,1010,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9978,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1009,0,1.13,neuromorpho
neuromorpho__C_RFP_0005_2final.swc,pyramidal,1585,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9975,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1584,0,1.46,neuromorpho
neuromorpho__C_RFP_0010_final.swc,pyramidal,1498,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9940,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1497,0,1.69,neuromorpho
neuromorpho__C_RFP_0011_final.swc,pyramidal,1733,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9958,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1732,0,1.22,neuromorpho
neuromorpho__Canopy_151204_3.swc,interneuron,9497,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9978,True,1,2.46,,,0.00,0.808,0.000,0.192,7669,1827,0,1.19,neuromorpho
neuromorpho__Canopy_170307_3.swc,interneuron,8430,v12_gentle_seed789,0.9471,0.9731,0.9842,0.9100,,interneuron,0.9977,True,1,1.28,,,0.00,0.837,0.000,0.163,7282,1147,0,1.20,neuromorpho
neuromorpho__Canopy_171116_2.swc,interneuron,10614,v12_gentle_seed789,0.9366,0.9643,0.9785,0.8946,,interneuron,0.9990,True,1,1.09,,,0.00,0.813,0.000,0.187,9004,1609,0,1.25,neuromorpho
neuromorpho__Cell-1-2_10.swc,pyramidal,377,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9964,True,1,0.00,,,0.00,0.899,0.000,0.098,339,37,0,0.76,neuromorpho
neuromorpho__Cell-1-2_6.swc,pyramidal,164,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9668,True,1,0.00,,,0.00,0.000,0.000,0.994,0,163,0,0.51,neuromorpho
neuromorpho__Cell-1-3_4.swc,pyramidal,305,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9981,True,1,0.00,,,0.00,0.000,0.000,0.997,0,304,0,0.81,neuromorpho
neuromorpho__Cell-1-4_1.swc,pyramidal,153,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9976,True,1,0.00,,,0.00,0.000,0.000,0.993,0,152,0,0.64,neuromorpho
neuromorpho__Cell-1-4_2.swc,pyramidal,239,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9868,True,1,0.00,,,0.00,0.000,0.000,0.996,0,238,0,0.91,neuromorpho
neuromorpho__Cell-1-5_1.swc,pyramidal,229,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9895,True,1,0.00,,,0.00,0.000,0.000,0.996,0,228,0,0.87,neuromorpho
neuromorpho__Cell-10-3_2.swc,pyramidal,118,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9934,True,1,0.00,,,0.00,0.000,0.000,0.992,0,117,0,0.61,neuromorpho
neuromorpho__Cell-10-4.swc,pyramidal,362,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9974,True,1,0.00,,,0.00,0.000,0.000,0.997,0,361,0,0.87,neuromorpho
neuromorpho__Cell-10_6.swc,pyramidal,186,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9779,True,1,0.00,,,0.00,0.871,0.000,0.124,162,23,0,0.62,neuromorpho
neuromorpho__Cell-11-2_1.swc,pyramidal,315,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9985,True,1,0.00,,,0.00,0.000,0.000,0.997,0,314,0,0.84,neuromorpho
neuromorpho__Cell-11-2_3.swc,pyramidal,192,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9984,True,1,0.00,,,0.00,0.000,0.000,0.995,0,191,0,0.77,neuromorpho
neuromorpho__Cell-11-3_2.swc,pyramidal,165,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9863,True,1,0.00,,,0.00,0.782,0.000,0.212,129,35,0,0.56,neuromorpho
neuromorpho__Cell-11-4_1.swc,pyramidal,163,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9863,True,1,0.00,,,0.00,0.000,0.000,0.994,0,162,0,0.75,neuromorpho
neuromorpho__Cell-11-5.swc,pyramidal,187,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9952,True,1,0.00,,,0.00,0.000,0.000,0.995,0,186,0,0.64,neuromorpho
neuromorpho__Cell-12-4_2.swc,pyramidal,284,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9845,True,1,0.00,,,0.00,0.813,0.000,0.183,231,52,0,0.65,neuromorpho
neuromorpho__Cell-12_7.swc,pyramidal,355,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9833,True,1,0.00,,,0.00,0.825,0.000,0.172,293,61,0,0.61,neuromorpho
neuromorpho__Cell-13-2.swc,pyramidal,177,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9957,True,1,0.00,,,0.00,0.000,0.000,0.994,0,176,0,0.67,neuromorpho
neuromorpho__Cell-13-3_1.swc,pyramidal,374,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9870,True,1,0.00,,,0.00,0.000,0.000,0.997,0,373,0,0.98,neuromorpho
neuromorpho__Cell-13_3.swc,pyramidal,229,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9938,True,1,0.00,,,0.00,0.000,0.000,0.996,0,228,0,0.75,neuromorpho
neuromorpho__Cell-14_2.swc,pyramidal,263,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9705,True,1,0.00,,,0.00,0.000,0.000,0.996,0,262,0,0.87,neuromorpho
neuromorpho__Cell-14_5.swc,pyramidal,259,v12_gentle_seed789,0.4956,0.3320,,0.4956,,pyramidal,0.9824,True,1,0.00,,,0.00,0.000,0.000,0.996,173,85,0,0.76,neuromorpho
neuromorpho__Cell-16-2_1.swc,pyramidal,382,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9862,True,1,0.00,,,0.00,0.000,0.000,0.997,0,381,0,0.87,neuromorpho
neuromorpho__Cell-16-3.swc,pyramidal,251,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9910,True,1,0.00,,,0.00,0.000,0.000,0.996,0,250,0,0.75,neuromorpho
neuromorpho__Cell-17_3.swc,pyramidal,329,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9555,True,1,0.00,,,0.00,0.000,0.000,0.997,0,328,0,0.85,neuromorpho
neuromorpho__Cell-18-3.swc,pyramidal,276,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9924,True,1,0.00,,,0.00,0.000,0.000,0.996,0,275,0,0.75,neuromorpho
neuromorpho__Cell-18-4.swc,pyramidal,258,v12_gentle_seed789,0.7991,0.6667,,0.7991,,pyramidal,0.9913,True,1,0.00,,,0.00,0.000,0.000,0.996,86,171,0,0.79,neuromorpho
neuromorpho__Cell-1_10.swc,pyramidal,260,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9973,True,1,0.00,,,0.00,0.000,0.000,0.996,0,259,0,0.89,neuromorpho
neuromorpho__Cell-2-2_8.swc,pyramidal,271,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9975,True,1,0.00,,,0.00,0.000,0.000,0.996,0,270,0,0.78,neuromorpho
neuromorpho__Cell-2-4_3.swc,pyramidal,213,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9898,True,1,0.00,,,0.00,0.831,0.000,0.164,177,35,0,0.56,neuromorpho
neuromorpho__Cell-20111125SC1.swc,interneuron,14503,v12_gentle_seed789,0.7431,0.9037,0.9462,0.5400,,interneuron,0.9830,True,1,0.00,,,0.00,0.847,0.000,0.153,13682,820,0,1.05,neuromorpho
neuromorpho__Cell-20_2.swc,pyramidal,335,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9960,True,1,0.00,,,0.00,0.000,0.000,0.997,0,334,0,0.84,neuromorpho
neuromorpho__Cell-3-1.swc,interneuron,510,v12_gentle_seed789,0.8550,0.6157,1.0000,0.7101,,pyramidal,0.8554,False,1,-27.18,,,0.00,0.143,0.000,0.855,73,240,196,0.57,neuromorpho
neuromorpho__Cell-3-2_10.swc,pyramidal,347,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.8880,True,1,0.00,,,0.00,0.850,0.000,0.147,295,51,0,0.61,neuromorpho
neuromorpho__Cell-3-2_7.swc,pyramidal,153,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9892,True,1,0.00,,,0.00,0.000,0.000,0.993,0,152,0,0.76,neuromorpho
neuromorpho__Cell-3-3_4.swc,pyramidal,300,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9979,True,1,0.00,,,0.00,0.000,0.000,0.997,0,299,0,0.88,neuromorpho
neuromorpho__Cell-3-4_3.swc,pyramidal,241,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9872,True,1,0.00,,,0.00,0.797,0.000,0.199,192,48,0,0.59,neuromorpho
neuromorpho__Cell-3_9.swc,pyramidal,99,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9969,True,1,0.00,,,0.00,0.000,0.000,0.990,0,98,0,0.63,neuromorpho
neuromorpho__Cell-4_12.swc,pyramidal,132,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9981,True,1,0.00,,,0.00,0.000,0.000,0.992,0,131,0,0.68,neuromorpho
neuromorpho__Cell-5-2_5.swc,pyramidal,153,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9915,True,1,0.00,,,0.00,0.000,0.000,0.993,0,152,0,0.72,neuromorpho
neuromorpho__Cell-5-2_6.swc,pyramidal,380,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9974,True,1,0.00,,,0.00,0.000,0.000,0.997,0,379,0,0.97,neuromorpho
neuromorpho__Cell-5-2_7.swc,pyramidal,238,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9979,True,1,0.00,,,0.00,0.000,0.000,0.996,0,237,0,0.94,neuromorpho
neuromorpho__Cell-5-4_1.swc,pyramidal,309,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9971,True,1,0.00,,,0.00,0.000,0.000,0.997,0,308,0,0.82,neuromorpho
neuromorpho__Cell-6-2_2.swc,pyramidal,69,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9955,True,1,0.00,,,0.00,0.000,0.000,0.986,0,68,0,0.56,neuromorpho
neuromorpho__Cell-6-2_4.swc,pyramidal,199,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9985,True,1,0.00,,,0.00,0.000,0.000,0.995,0,198,0,0.84,neuromorpho
neuromorpho__Cell-6-2_6.swc,pyramidal,375,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9838,True,1,0.00,,,0.00,0.827,0.000,0.171,310,64,0,0.86,neuromorpho
neuromorpho__Cell-6-3_4.swc,pyramidal,306,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9971,True,1,0.00,,,0.00,0.000,0.000,0.997,0,305,0,0.85,neuromorpho
neuromorpho__Cell-6-3_5.swc,pyramidal,502,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9909,True,1,0.00,,,0.00,0.859,0.000,0.139,431,70,0,0.84,neuromorpho
neuromorpho__Cell-7-4_1.swc,pyramidal,232,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9983,True,1,0.00,,,0.00,0.000,0.000,0.996,0,231,0,0.80,neuromorpho
neuromorpho__Cell-7-5.swc,pyramidal,235,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9944,True,1,0.00,,,0.00,0.000,0.000,0.996,0,234,0,0.91,neuromorpho
neuromorpho__Cell-7.swc,interneuron,342,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.6812,True,1,-9.50,,,0.00,0.000,0.000,0.997,0,341,0,0.26,neuromorpho
neuromorpho__Cell-7_7.swc,pyramidal,187,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9976,True,1,0.00,,,0.00,0.000,0.000,0.995,0,186,0,0.69,neuromorpho
neuromorpho__Cell-8-2_3.swc,pyramidal,108,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9979,True,1,0.00,,,0.00,0.000,0.000,0.991,0,107,0,0.63,neuromorpho
neuromorpho__Cell-8-3_1.swc,pyramidal,218,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9974,True,1,0.00,,,0.00,0.000,0.000,0.995,0,217,0,0.80,neuromorpho
neuromorpho__Cell-8-3_3.swc,pyramidal,345,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9889,True,1,0.00,,,0.00,0.820,0.000,0.177,283,61,0,0.77,neuromorpho
neuromorpho__Cell-8-4.swc,pyramidal,371,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9957,True,1,0.00,,,0.00,0.000,0.000,0.997,0,370,0,0.96,neuromorpho
neuromorpho__Cell-8-4_1.swc,pyramidal,235,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9984,True,1,0.00,,,0.00,0.000,0.000,0.996,0,234,0,0.81,neuromorpho
neuromorpho__Cell-8_4.swc,pyramidal,148,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9940,True,1,0.00,,,0.00,0.000,0.000,0.993,0,147,0,0.65,neuromorpho
neuromorpho__Cell-8_7.swc,pyramidal,224,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9977,True,1,0.00,,,0.00,0.790,0.000,0.205,177,46,0,0.73,neuromorpho
neuromorpho__Cell-9-3.swc,pyramidal,219,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9907,True,1,0.00,,,0.00,0.000,0.000,0.995,0,218,0,0.97,neuromorpho
neuromorpho__Cell-9-4_1.swc,pyramidal,292,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9979,True,1,0.00,,,0.00,0.000,0.000,0.997,0,291,0,0.82,neuromorpho
neuromorpho__Cell-9_6.swc,pyramidal,311,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9945,True,1,0.00,,,0.00,0.000,0.000,0.997,0,310,0,0.85,neuromorpho
neuromorpho__Cell15.swc,interneuron,5186,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9888,True,1,0.00,,,0.00,0.390,0.000,0.610,2022,3163,0,0.75,neuromorpho
neuromorpho__Cell18.swc,interneuron,7073,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9976,True,1,0.00,,,0.00,0.488,0.000,0.512,3454,3618,0,0.87,neuromorpho
neuromorpho__Cell25.swc,interneuron,9088,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9955,True,1,0.00,,,0.00,0.530,0.000,0.470,4813,4274,0,1.07,neuromorpho
neuromorpho__Cell29.swc,interneuron,10783,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9984,True,1,0.00,,,0.00,0.606,0.000,0.394,6535,4247,0,1.13,neuromorpho
neuromorpho__Cell33.swc,interneuron,10043,v12_gentle_seed789,0.3975,0.6597,0.0000,0.7949,,interneuron,0.9974,True,1,0.00,,,0.00,0.340,0.000,0.660,0,10042,0,1.67,neuromorpho
neuromorpho__Cell42.swc,interneuron,10414,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9956,True,1,0.00,,,0.00,0.375,0.000,0.625,3904,6509,0,1.42,neuromorpho
neuromorpho__Cell48.swc,interneuron,10712,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9948,True,1,0.00,,,0.00,0.677,0.000,0.323,7254,3457,0,1.13,neuromorpho
neuromorpho__Cell49.swc,interneuron,7249,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9977,True,1,0.00,,,0.00,0.470,0.000,0.529,3410,3838,0,1.31,neuromorpho
neuromorpho__Cell50.swc,interneuron,7269,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9868,True,1,0.00,,,0.00,0.395,0.000,0.605,2869,4399,0,1.26,neuromorpho
neuromorpho__Cell54.swc,interneuron,2797,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9957,True,1,0.00,,,0.00,0.415,0.000,0.584,1162,1634,0,0.66,neuromorpho
neuromorpho__Cell59.swc,interneuron,6691,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9614,True,1,0.00,,,0.00,0.473,0.000,0.527,3162,3528,0,0.88,neuromorpho
neuromorpho__Cell6.swc,interneuron,9630,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9945,True,1,0.00,,,0.00,0.492,0.000,0.508,4736,4893,0,1.26,neuromorpho
neuromorpho__Cell61.swc,interneuron,5250,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9970,True,1,0.00,,,0.00,0.543,0.000,0.457,2850,2399,0,0.80,neuromorpho
neuromorpho__Cell71.swc,interneuron,5012,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9729,True,1,0.00,,,0.00,0.488,0.000,0.512,2447,2564,0,0.93,neuromorpho
neuromorpho__Cell888Spp1.swc,interneuron,2608,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.8262,True,1,0.00,,,0.00,0.000,0.000,1.000,0,2607,0,0.36,neuromorpho
neuromorpho__Cell8_Subiculum_singlecell.swc,interneuron,490,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.8662,False,1,0.00,,,0.00,0.165,0.000,0.833,81,408,0,0.69,neuromorpho
neuromorpho__Chat-IRES-Cre-neo_Ai14-308247-03-02-01_648990126_m.swc,interneuron,5826,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9943,True,1,0.00,,,0.00,0.553,0.000,0.446,3224,2601,0,0.68,neuromorpho
neuromorpho__Chat-IRES-Cre-neo_Ai14-316042-05-01-01_605541518_m.swc,interneuron,4878,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9976,True,1,0.00,,,0.00,0.489,0.000,0.511,2384,2493,0,0.57,neuromorpho
neuromorpho__Chrna2-Cre_OE25_Ai14_BT_-281693-06-01-01_591276000_m.swc,interneuron,17650,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,interneuron,0.9985,True,1,0.00,,,0.00,0.883,0.000,0.117,15590,2059,0,1.70,neuromorpho
neuromorpho__Ctrl_V1B-L23_cell1.swc,pyramidal,625,v12_gentle_seed789,0.7081,0.5488,,0.7081,,pyramidal,0.9957,True,1,0.00,,,0.00,0.000,0.000,0.998,282,342,0,0.85,neuromorpho
neuromorpho__Ctrl_V1B-L23_cell3.swc,pyramidal,708,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9808,True,1,-0.00,,,0.00,0.000,0.000,0.999,0,707,0,0.94,neuromorpho
neuromorpho__Ctrl_V1B-L5_cell3.swc,pyramidal,829,v12_gentle_seed789,0.6763,0.5115,,0.6763,,pyramidal,0.9970,True,1,0.00,,,0.00,0.000,0.000,0.999,405,423,0,1.05,neuromorpho
neuromorpho__Ctrl_V1B-L5_cell7.swc,pyramidal,866,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9974,True,1,0.00,,,0.00,0.000,0.000,0.999,0,865,0,1.07,neuromorpho
neuromorpho__Delayed10_2495_biocytin.swc,interneuron,1330,v12_gentle_seed789,0.8022,0.6699,,0.8022,,interneuron,0.9718,True,1,-0.14,,,0.00,0.000,0.000,0.999,439,890,0,0.28,neuromorpho
neuromorpho__Delayed12_2522_biocytin.swc,interneuron,1634,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9791,True,1,0.86,,,0.00,0.000,0.000,0.999,0,1633,0,0.28,neuromorpho
neuromorpho__Delayed15_2161_biocytin.swc,interneuron,1396,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9900,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1395,0,0.27,neuromorpho
neuromorpho__Delayed3_4197_neurobiotin_TH.swc,interneuron,14987,v12_gentle_seed789,0.2149,0.2738,0.0000,0.4299,,interneuron,0.9663,True,1,0.00,,,0.00,0.153,0.000,0.847,8584,6402,0,0.59,neuromorpho
neuromorpho__Delayed4_4224_neurobiotin_TH.swc,interneuron,6073,v12_gentle_seed789,0.4116,0.6997,0.0000,0.8233,,interneuron,0.9711,True,1,0.00,,,0.00,0.300,0.000,0.699,0,6072,0,0.39,neuromorpho
neuromorpho__Delayed5_4287_neurobiotin_TH.swc,interneuron,10424,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9782,True,1,0.00,,,0.00,0.000,0.000,1.000,0,10423,0,0.50,neuromorpho
neuromorpho__Delayed8_241018c6_neurobiotin.swc,interneuron,4695,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9882,True,1,0.00,,,0.00,0.000,0.000,1.000,0,4694,0,0.44,neuromorpho
neuromorpho__EDF1_D4-Fresh-Hippo-1-EDF_crop-6.swc,pyramidal,1530,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9850,True,1,0.00,,,0.00,0.000,0.000,0.999,0,1529,0,0.60,neuromorpho
neuromorpho__EDF1_D4-Fresh-Hippo-1-EDF_crop.swc,pyramidal,658,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9963,True,1,0.00,,,0.00,0.000,0.000,0.998,0,657,0,0.48,neuromorpho
neuromorpho__EDF3_D4-Fresh-Hippo-3-EDF_crop-7.swc,pyramidal,838,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9914,True,1,0.00,,,0.00,0.000,0.000,0.999,0,837,0,0.54,neuromorpho
neuromorpho__EDF3_D4-Fresh-Hippo-3-EDF_crop-8.swc,pyramidal,769,v12_gentle_seed789,1.0000,1.0000,,1.0000,,pyramidal,0.9971,True,1,0.00,,,0.00,0.000,0.000,0.999,0,768,0,0.47,neuromorpho
neuromorpho__EXP-5_67-188-1001.swc,interneuron,5520,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9654,True,1,0.00,,,0.00,0.000,0.000,1.000,0,5519,0,0.45,neuromorpho
neuromorpho__EXP-5_67-188-1006.swc,interneuron,4542,v12_gentle_seed789,1.0000,1.0000,,1.0000,,interneuron,0.9885,True,1,0.00,,,0.00,0.000,0.000,1.000,0,4541,0,0.43,neuromorpho
