file,cell_type_gt,held_out_F1,in_bottom,n_categories,categories
neuromorpho__BC-S-15-02-2011_Z03.swc,interneuron,1.0,no,0,
neuromorpho__Fig1b_140312-1rm6_int.swc,interneuron,1.0,no,0,
hpf_ca1__202500_007_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202497_022_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202272_102_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202680_005_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202252_012_edited.swc,pyramidal,1.0,no,0,
neuromorpho__PFC24052016CD_Analysis.swc,interneuron,1.0,no,0,
hpf_ca1__202428_037_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__201990_003_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202809_005_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202402_054_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202415_004_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202273_055_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210107_022_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202428_004_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202422_013_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202240_017_edited.swc,pyramidal,1.0,no,0,
neuromorpho__BC130207C_06.swc,interneuron,1.0,no,0,
hpf_ca1__210014_048_edited.swc,pyramidal,1.0,no,0,
neuromorpho__190131_C5.swc,interneuron,1.0,no,0,
hpf_ca1__202238_010_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202402_015_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202464_021_edited.swc,pyramidal,1.0,no,0,
neuromorpho__19_06_13_-1_Cell_-6.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202415_035_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__2017-09-02-slice-3-cell-2-roteted.swc,interneuron,1.0,no,0,
hpf_ca1__202412_013_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202400_014_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210253_024_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202261_023_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__BC160201B_36.swc,interneuron,1.0,no,0,
hpf_ca1__202807_028_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202250_018_edited.swc,pyramidal,1.0,no,0,
neuromorpho__536_4_C7.swc,interneuron,1.0,no,0,
hpf_ca1__202423_024_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202237_108_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202266_009_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202427_079_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202498_006_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202259_108_edited.swc,pyramidal,1.0,no,0,
neuromorpho__614_5_C2.swc,interneuron,1.0,no,0,
hpf_ca1__202237_022_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202237_030_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202417_006_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202423_027_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202412_009_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202274_080_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202426_147_edited.swc,pyramidal,1.0,no,0,
neuromorpho__AA0622.swc,pyramidal,1.0,no,0,
hpf_ca1__202414_055_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210711_021_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202274_093_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202418_012_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
allen__H17.06.009.11.04.02_596020931.swc,interneuron,1.0,no,0,
hpf_ca1__202497_006_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202679_028_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210110_066_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202271_180_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202400_052_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202414_052_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202400_003_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202392_001_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202499_016_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202462_004_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202418_001_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202240_038_edited.swc,pyramidal,1.0,no,0,
neuromorpho__TM-10-02-15-AR.swc,interneuron,1.0,no,0,
hpf_ca1__202240_008_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__196_1_C2.swc,interneuron,1.0,no,0,
hpf_ca1__202217_020_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202668_004_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202219_041_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202246_001_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202234_019_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202497_020_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202414_524_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202498_003_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202258_033_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210014_052_edited.swc,pyramidal,1.0,no,0,
neuromorpho__M_F_3.swc,interneuron,1.0,no,0,
hpf_ca1__210670_019_edited.swc,pyramidal,1.0,no,0,
neuromorpho__TM-02-23-17-m1A-R-253-quant.swc,interneuron,1.0,no,0,
hpf_ca1__210671_026_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210009_025_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__201990_038_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202219_009_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202426_054_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202246_025_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202567_002_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202501_023_edited.swc,pyramidal,1.0,no,0,
neuromorpho__2017-01-08-slice-4-cell-7-rotated.swc,interneuron,1.0,no,0,
neuromorpho__BC150721A_33.swc,interneuron,1.0,no,0,
hpf_ca1__202243_005_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202423_004_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202238_011_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202414_260_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202500_006_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__PFC160115A_Analysis.swc,interneuron,1.0,no,0,
hpf_ca1__210671_028_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210703_024_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202217_014_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210698_025_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202252_006_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210671_033_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202226_005_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202680_018_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202829_097_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210111_011_edited.swc,pyramidal,1.0,no,0,
neuromorpho__2017-17-04-slice-1-cell-7-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202250_004_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210109_007_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202679_020_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202226_012_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__201990_035_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202226_007_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202238_037_edited.swc,pyramidal,1.0,no,0,
neuromorpho__2016-19-10-slice-4-cell-7-rotated.swc,interneuron,1.0,no,0,
neuromorpho__BC170412A_41.swc,interneuron,1.0,no,0,
neuromorpho__Nos1-CreERT2_Sst-IRES-FlpO_Ai65-271574-05-01-01_587405549_m.swc,interneuron,1.0,no,0,
hpf_ca1__210249_005_edited.swc,pyramidal,1.0,no,0,
neuromorpho__500_1_C5.swc,interneuron,1.0,no,0,
hpf_ca1__202237_028_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202242_002_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202426_025_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210253_001_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202418_011_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__I_2_39.swc,interneuron,1.0,no,0,
hpf_ca1__210253_003_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__2018-14-05-slice-1-cell-2-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__210111_015_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202669_017_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210253_015_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202682_006_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202680_030_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202669_006_edited.swc,pyramidal,1.0,no,0,
neuromorpho__TDI21301009_Cell1_pia.swc,interneuron,1.0,no,0,
neuromorpho__2017-18-10-slice-1-cell-6-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202410_002_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210248_052_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Neuron-2-E-and-I-synapses.swc,pyramidal,1.0,no,0,
hpf_ca1__201990_063_edited.swc,pyramidal,1.0,no,0,
neuromorpho__P_F_3.swc,interneuron,1.0,no,0,
neuromorpho__614_6_C4.swc,interneuron,1.0,no,0,
hpf_ca1__202261_116_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202674_009_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210110_003_edited.swc,pyramidal,1.0,no,0,
allen__H17.06.003.11.05.04_567742660.swc,interneuron,1.0,no,0,
hpf_ca1__202237_157_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210110_051_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210110_057_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202410_017_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210709_006_edited.swc,pyramidal,1.0,no,0,
neuromorpho__Neuron-7-E-and-I-synapses.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__AA0396.swc,pyramidal,1.0,no,0,
hpf_ca1__202259_054_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202237_023_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202680_007_edited.swc,pyramidal,1.0,no,0,
neuromorpho__M_F_5.swc,interneuron,1.0,no,0,
hpf_ca1__210111_099_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210107_014_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202242_006_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202501_028_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202498_011_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210014_050_edited.swc,pyramidal,1.0,no,0,
neuromorpho__I_2_26.swc,interneuron,1.0,no,0,
hpf_ca1__202252_004_edited.swc,pyramidal,1.0,no,0,
allen__H16.06.007.01.05.02_531517778.swc,pyramidal,1.0,no,0,
neuromorpho__I_1_32.swc,interneuron,1.0,no,0,
hpf_ca1__202219_007_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202829_109_edited.swc,pyramidal,1.0,no,0,
neuromorpho__j161128s1c7-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202426_108_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__536_7_C8.swc,interneuron,1.0,no,0,
hpf_ca1__202248_024_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202249_008_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210109_012_edited.swc,pyramidal,1.0,no,0,
neuromorpho__190131_C7.swc,interneuron,1.0,no,0,
hpf_ca1__210014_071_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202252_007_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202403_090_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210705_009_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202230_010_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
allen__H17.06.005.12.15.01_571427524.swc,interneuron,1.0,no,0,
hpf_ca1__202427_057_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202271_143_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202679_026_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202409_003_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210111_161_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202666_028_edited.swc,pyramidal,1.0,no,0,
neuromorpho__458_4_C2.swc,interneuron,1.0,no,0,
neuromorpho__13_08_13_-2_Cell_-2.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202418_015_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210014_035_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202499_017_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210703_025_edited.swc,pyramidal,1.0,no,0,
neuromorpho__H17-06-003-11-03-03_694168884_m.swc,interneuron,1.0,no,0,
neuromorpho__C02-4-14F14-04-14CS3.swc,interneuron,1.0,no,0,
neuromorpho__TT-3-20-14-1R.swc,interneuron,1.0,no,0,
neuromorpho__P_F_6.swc,interneuron,1.0,no,0,
hpf_ca1__210107_052_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210111_095_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202217_012_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202246_031_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__2017-18-10-slice-1-cell-2-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__210711_018_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202232_020_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__2017-04-07-slice-2-cell-6-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202271_179_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202241_005_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202679_024_edited.swc,pyramidal,1.0,no,0,
neuromorpho__rotated_CR-0319a_ax2.swc,interneuron,1.0,no,0,
hpf_ca1__202237_041_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202671_003_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202499_001_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210110_034_edited.swc,pyramidal,1.0,no,0,
allen__H17.06.006.11.08.02_571624532.swc,pyramidal,1.0,no,0,
hpf_ca1__210109_013_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Fig1f_140909-2mg_int.swc,interneuron,1.0,no,0,
hpf_ca1__202233_014_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__AA0735.swc,pyramidal,1.0,no,0,
hpf_ca1__202248_007_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202405_016_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202400_117_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__2017-17-03-slice-1-cell-2-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202426_023_edited.swc,pyramidal,1.0,no,0,
allen__H16.03.006.01.03.04_537313600.swc,pyramidal,1.0,no,0,
allen__H16.03.006.01.04.01_537204107.swc,pyramidal,1.0,no,0,
hpf_ca1__202682_003_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202664_002_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202679_021_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210700_006_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202274_087_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202411_005_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202669_013_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202243_010_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202829_091_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202230_009_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202680_031_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202274_082_edited.swc,pyramidal,1.0,no,0,
neuromorpho__I_1_52.swc,interneuron,1.0,no,0,
hpf_ca1__202829_094_edited.swc,pyramidal,1.0,no,0,
neuromorpho__I_1_39.swc,interneuron,1.0,no,0,
hpf_ca1__202237_148_edited.swc,pyramidal,1.0,no,0,
neuromorpho__2017-02-08-slice-3-cell-2-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202410_007_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__2016-19-10-slice-1-cell-2-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202249_047_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202668_018_edited.swc,pyramidal,1.0,no,0,
neuromorpho__458_5_C2.swc,interneuron,1.0,no,0,
neuromorpho__I_1_6.swc,interneuron,1.0,no,0,
hpf_ca1__210009_021_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202238_016_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210670_031_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202241_016_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Diego-02-27-13-BR.swc,interneuron,1.0,no,0,
hpf_ca1__202240_009_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202679_006_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210110_013_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210107_018_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__20120320sc4.swc,interneuron,1.0,no,0,
hpf_ca1__202567_011_edited.swc,pyramidal,1.0,no,0,
neuromorpho__M_F_1.swc,interneuron,1.0,no,0,
hpf_ca1__210669_016_edited.swc,pyramidal,1.0,no,0,
neuromorpho__2017-12-02-slice-3-cell-3-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202054_008_edited.swc,pyramidal,1.0,no,0,
neuromorpho__PFC-20170522B_Analysis.swc,interneuron,1.0,no,0,
hpf_ca1__210111_108_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202232_004_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202244_004_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__AA0612.swc,pyramidal,1.0,no,0,
neuromorpho__P_F_9.swc,interneuron,1.0,no,0,
hpf_ca1__202829_027_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202219_002_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__TDI21301013_cell2_spines_pia.swc,interneuron,1.0,no,0,
hpf_ca1__210111_100_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210665_038_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202410_008_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__2017-03-05-slice-3-cell-7-rotated.swc,interneuron,1.0,no,0,
neuromorpho__2017-16-05-slice-1-cell-6-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202674_036_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202411_007_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210132_004_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__2016-19-05-slice-2-cell-5-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202240_021_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202682_014_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202400_008_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__201983_047_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210671_066_edited.swc,pyramidal,1.0,no,0,
neuromorpho__161220_2.swc,interneuron,1.0,no,0,
hpf_ca1__202668_023_edited.swc,pyramidal,1.0,no,0,
neuromorpho__I_1_53.swc,interneuron,1.0,no,0,
hpf_ca1__210111_014_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210701_016_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210107_026_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__NGFC_160324_1M.swc,interneuron,1.0,no,0,
hpf_ca1__210670_023_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210711_026_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202240_024_edited.swc,pyramidal,1.0,no,0,
neuromorpho__AA0393.swc,pyramidal,1.0,no,0,
neuromorpho__2017-23-10-slice-3-cell-6-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202674_003_edited.swc,pyramidal,1.0,no,0,
neuromorpho__Vipr2-IRES2-Cre_Ai14-304184-04-01-01_601947998_m.swc,interneuron,1.0,no,0,
hpf_ca1__202674_038_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202411_004_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202426_024_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210014_069_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202415_034_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__B13a.swc,interneuron,1.0,no,0,
hpf_ca1__202423_006_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202680_015_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202217_023_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202226_011_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210703_021_edited.swc,pyramidal,1.0,no,0,
allen__Pvalb-IRES-Cre_Ai14-299135.05.01.01_569723367.swc,interneuron,1.0,no,0,
neuromorpho__GGB-7-24-15-1R.swc,interneuron,1.0,no,0,
hpf_ca1__202244_005_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210131_004_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202664_003_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210701_007_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210671_037_edited.swc,pyramidal,1.0,no,0,
neuromorpho__2017-23-10-slice-2-cell-7-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__210131_005_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210109_025_edited.swc,pyramidal,1.0,no,0,
neuromorpho__I_2_38.swc,interneuron,1.0,no,0,
hpf_ca1__202404_035_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__210110_020_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202680_013_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__TDI21301017_cell3_spines_pia.swc,interneuron,1.0,no,0,
neuromorpho__2017-29-06-slice-3-cell-2-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202829_047_edited.swc,pyramidal,1.0,no,0,
neuromorpho__PFC07072016D_Analysis.swc,interneuron,1.0,no,0,
hpf_ca1__202668_014_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__TM-12-11-14-ER.swc,interneuron,1.0,no,0,
neuromorpho__M_F_2.swc,interneuron,1.0,no,0,
neuromorpho__PFC-20130307C_Analysis.swc,interneuron,1.0,no,0,
hpf_ca1__202402_016_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
allen__H17.06.005.12.15.05_571483807.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__TDI21301012_Cell1_pia.swc,interneuron,1.0,no,0,
neuromorpho__AA0400.swc,pyramidal,1.0,no,0,
hpf_ca1__202831_001_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202414_446_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210107_053_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__202271_146_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__TT-01-08-14-1R.swc,interneuron,1.0,no,0,
neuromorpho__C02-04-14F16-04-14CS4.swc,interneuron,1.0,no,0,
neuromorpho__I_2_8.swc,interneuron,1.0,no,0,
hpf_ca1__202422_010_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
allen__Ndnf-IRES2-dgCre_Ai14-292673.05.01.01_564346637.swc,interneuron,1.0,no,0,
neuromorpho__TDI21301015_Cell1_pia.swc,interneuron,1.0,no,0,
hpf_ca1__202219_031_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202671_012_edited.swc,pyramidal,1.0,no,0,
neuromorpho__TDI21301008-Cell21_L6_pia.swc,interneuron,1.0,no,0,
allen__Ndnf-IRES2-dgCre_Ai14-292670.04.02.01_565120091.swc,interneuron,1.0,no,0,
neuromorpho__2017-12-02-slice-3-cell-2-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202567_006_edited.swc,pyramidal,1.0,no,0,
hpf_ca1__210110_008_edited.swc,pyramidal,1.0,no,0,
neuromorpho__2016-09-06-slice-C-cell-7-rotated.swc,interneuron,1.0,no,0,
hpf_ca1__202411_017_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
hpf_ca1__202251_031_edited.swc,pyramidal,1.0,no,0,
neuromorpho__110412-s3-2.swc,interneuron,1.0,no,0,
hpf_ca1__202248_016_edited.swc,pyramidal,1.0,no,1,APICAL_INVERTED
