file,cell_type_gt,held_out_F1,in_bottom,n_categories,categories
neuromorpho__7month-Arctic-13_2.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__8N22DAT8-50717GFPwta-wt6a.swc,interneuron,1.0,no,0,
neuromorpho__B616_NeuronA_40x_Tile_Trace_RK.swc,pyramidal,1.0,no,0,
neuromorpho__A1_slide2_2.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__X046_S4_Z4_C01_20X.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__PRLKO_19.swc,pyramidal,1.0,no,0,
neuromorpho__121012V1-2Slice2Cell2.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__10month-wt-8_4.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__I5-27.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__60R5_01_-480.swc,interneuron,1.0,no,0,
neuromorpho__B3_slide3_neuron1.swc,pyramidal,1.0,no,0,
neuromorpho__241-2-41VN.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Cell-10-4_1.swc,pyramidal,1.0,no,0,
neuromorpho__N030.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__236-3-69LS.swc,pyramidal,1.0,no,0,
neuromorpho__236-1a-8-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__A_RFP_0006_2final.swc,pyramidal,1.0,no,0,
neuromorpho__7month-Arctic-C5aR1-KO-11_2.swc,pyramidal,1.0,no,0,
neuromorpho__B4_slide4_neuron3.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__A3_slide3_4.swc,pyramidal,1.0,no,0,
neuromorpho__A1_slide2_4.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Fresh-D4-Phall-Tau-Map2002-15.swc,pyramidal,1.0,no,0,
neuromorpho__Anstoetz_Toolbox-IN9.swc,interneuron,1.0,no,0,
neuromorpho__STRESS-4-N3.swc,interneuron,1.0,no,0,
neuromorpho__241-2-96LU.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__5515-12-cell-2-analysis.swc,interneuron,1.0,no,0,
neuromorpho__B1_slide3_neuron1.swc,pyramidal,1.0,no,0,
neuromorpho__Layer-6-Sucrose-8.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__S2KO_11.swc,pyramidal,1.0,no,0,
neuromorpho__B3_slide2_neuron2.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-6-3_5.swc,pyramidal,1.0,no,0,
neuromorpho__A4_slide3_17.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__241-1-20-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__V2_54.swc,pyramidal,1.0,no,0,
neuromorpho__S1KO_3.swc,pyramidal,1.0,no,0,
neuromorpho__10month-Arctic-C5aR1-KO-52280-R_5.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__Layer-6-Sucrose-11.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__Saline02_Neuron2_CA1_PN_C_Slide3_R2_C1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__PRL_46.swc,pyramidal,1.0,no,0,
neuromorpho__243-2-20VN.swc,pyramidal,1.0,no,0,
neuromorpho__10month-wt-H364-2-4_1.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__Anstoetz_SLM_IN4.swc,interneuron,1.0,no,0,
neuromorpho__B2_slide3_13.swc,pyramidal,1.0,no,0,
neuromorpho__10month-C5aR1-KO-52280-N_4.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__236-2-96LS.swc,pyramidal,1.0,no,0,
neuromorpho__Layer-2-3-Ethanol-22.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__B1_Slide3_1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__B3_slide3_neuron4.swc,pyramidal,1.0,no,0,
neuromorpho__V2_18.swc,pyramidal,1.0,no,0,
neuromorpho__C10-31.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Cell5_Hippocampus_singlecell.swc,interneuron,1.0,no,0,
neuromorpho__PDE1c_vGluT2-ctrl_IN20.swc,interneuron,1.0,no,0,
neuromorpho__236-2-58LS.swc,pyramidal,1.0,no,0,
neuromorpho__72513V13Slice7Cell1.swc,pyramidal,1.0,no,0,
neuromorpho__243-3-4VN.swc,pyramidal,1.0,no,0,
neuromorpho__S1_36.swc,pyramidal,1.0,no,0,
neuromorpho__10month-Arctic-44-LR_2.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__243-2-18VN.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__PDE1c_vGluT2-KO_IN23.swc,interneuron,1.0,no,0,
neuromorpho__PDE1c_vGluT2-ctrl_IN26.swc,interneuron,1.0,no,0,
neuromorpho__A4_slide2_13.swc,pyramidal,1.0,no,0,
neuromorpho__B3_slide2_neuron4.swc,pyramidal,1.0,no,0,
neuromorpho__A3_slide3_neuron1.swc,pyramidal,1.0,no,0,
neuromorpho__60L4_07_-180-right.swc,interneuron,1.0,no,0,
neuromorpho__236-3-52LS.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__AAS17.swc,interneuron,1.0,no,0,
neuromorpho__A4_slide2_8.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__S1_19.swc,pyramidal,1.0,no,0,
neuromorpho__HIP_CA1_WT_1.swc,pyramidal,1.0,no,0,
neuromorpho__B3_slide2_neuron4_.swc,pyramidal,1.0,no,0,
neuromorpho__6N1-5072019_TileScan-3_Merged_fcfc2a.swc,interneuron,1.0,no,0,
neuromorpho__PDE1c_vGluT2-ctrl_IN32.swc,interneuron,1.0,no,0,
neuromorpho__60R5_06_-285.swc,interneuron,1.0,no,0,
neuromorpho__B2_slide1_2.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Fig4E387co2_NL_50mu.swc,interneuron,1.0,no,0,
neuromorpho__PRLKO_34.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2001-6.swc,pyramidal,1.0,no,0,
neuromorpho__M1KO_45.swc,pyramidal,1.0,no,0,
neuromorpho__B4_slide3_12.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__CONTROL-6-N2_1.swc,interneuron,1.0,no,0,
neuromorpho__242-1-10VN.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__103D_2_r_WT_1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__PSD24-F2b-S1.swc,interneuron,1.0,no,0,
neuromorpho__PDE1c_vGluT2-KO_IN26.swc,interneuron,1.0,no,0,
neuromorpho__108A_2_l_WT_5.swc,pyramidal,1.0,no,0,
neuromorpho__236-2a-41-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__B1_slide3_neuron3.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__236-2-42LS.swc,pyramidal,1.0,no,0,
neuromorpho__M1KO_46.swc,pyramidal,1.0,no,0,
neuromorpho__A3_slide2_neuron4.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__NeuronFig1C_Parketal_NatComm2019.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__241-3-39LU.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__6N5DAT6-50717GFPwtb_013-GFPwt6a.swc,interneuron,1.0,no,0,
neuromorpho__20180607-60L5-2-1-428-03-249-80-46.swc,interneuron,1.0,no,0,
neuromorpho__241-3-20LU.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__MAM03_Neuron1_CA1_PN_E_LH_Slide1_R1_C1_40x.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__L3R4_06_-195.swc,interneuron,1.0,no,0,
neuromorpho__B_RFP_0018_final.swc,pyramidal,1.0,no,0,
neuromorpho__PDE1c_vGluT2-ctrl_IN17.swc,interneuron,1.0,no,0,
neuromorpho__X043_S2_Z4_C01_20x.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__B1_slide4_neuron3.swc,pyramidal,1.0,no,0,
neuromorpho__B4_Slide2_12.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__C10-3.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__10month-wt-4_4.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__KOA-2-13-5.swc,pyramidal,1.0,no,0,
neuromorpho__10month-wt-45-L-2_2.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__S1_32.swc,pyramidal,1.0,no,0,
neuromorpho__Layer-6-Sucrose-2.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__V1_34.swc,pyramidal,1.0,no,0,
neuromorpho__A1_slide2_22.swc,pyramidal,1.0,no,0,
neuromorpho__A4_slide3_16.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__B1_slide1_2.swc,pyramidal,1.0,no,0,
neuromorpho__236-2-87LS.swc,pyramidal,1.0,no,0,
neuromorpho__het-1.swc,interneuron,1.0,no,0,
neuromorpho__B4_slide3_11.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__236-3-70LS.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__V2_30.swc,pyramidal,1.0,no,0,
neuromorpho__241-1-7VN.swc,pyramidal,1.0,no,0,
neuromorpho__7month-Arctic-17_4.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__236-2a-1-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__241-2-51-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__L3R4_06_-225.swc,interneuron,1.0,no,0,
neuromorpho__72715.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__Cell-15-2.swc,pyramidal,1.0,no,0,
neuromorpho__Anstoetz_SLM_IN9.swc,interneuron,1.0,no,0,
neuromorpho__V2_24.swc,pyramidal,1.0,no,0,
neuromorpho__102B_1_l_Ngr2KO_2.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__60L4_06_-420.swc,interneuron,1.0,no,0,
neuromorpho__236-2-100LS.swc,pyramidal,1.0,no,0,
neuromorpho__242-1-12VN.swc,pyramidal,1.0,no,0,
neuromorpho__7month-C5aR1-KO-18-3.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__B4_slide3_neuron4.swc,pyramidal,1.0,no,0,
neuromorpho__B2_slide2_7.swc,pyramidal,1.0,no,0,
neuromorpho__PRLKO_8.swc,pyramidal,1.0,no,0,
neuromorpho__243-3-2VN.swc,pyramidal,1.0,no,0,
neuromorpho__236-2a-52-AW.swc,pyramidal,1.0,no,0,
neuromorpho__A3_slide3_Neuron4.swc,pyramidal,1.0,no,0,
neuromorpho__V1_14.swc,pyramidal,1.0,no,0,
neuromorpho__10month-Arctic-44-LR_1.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__M82_F2_S1.swc,interneuron,1.0,no,0,
neuromorpho__7month-C5aR1-KO-10_4.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__243-3-1VN.swc,pyramidal,1.0,no,0,
neuromorpho__AA0507.swc,pyramidal,1.0,no,0,
neuromorpho__B4_slide3_2.swc,pyramidal,1.0,no,0,
neuromorpho__A3_slide3_14.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__B4_slide3_neuron5.swc,pyramidal,1.0,no,0,
neuromorpho__jerry-12.swc,pyramidal,1.0,no,0,
neuromorpho__60R5_01_-525.swc,interneuron,1.0,no,0,
neuromorpho__MAM01_Neuron1_CA1_PN_237481_A_Slide3_R1_C1_40x.swc,pyramidal,1.0,no,0,
neuromorpho__ctrl_bV1_7.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__A1_slide2_14.swc,pyramidal,1.0,no,0,
neuromorpho__Layer-5-Sucrose-11.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__KO1-4-1-2.swc,pyramidal,1.0,no,0,
neuromorpho__L2R5_01_-585.swc,interneuron,1.0,no,0,
neuromorpho__10month-wt-44-LL_2.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__236-3-63LS.swc,pyramidal,1.0,no,0,
neuromorpho__p73_vGluT2-ctrl_IN21.swc,interneuron,1.0,no,0,
neuromorpho__60L4_03_-165.swc,interneuron,1.0,no,0,
neuromorpho__10month-C5aR1-KO-52280-N_2.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__10month-Arctic-C5aR1-KO-52280-LR-2_1.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__PRL_4.swc,pyramidal,1.0,no,0,
neuromorpho__8N22DAT8-50717GFPwta-wt15a.swc,interneuron,1.0,no,0,
neuromorpho__B1_slide3_6.swc,pyramidal,1.0,no,0,
neuromorpho__A1_slide2_16.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__236-2a-56-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__236-2a-55-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__B1_slide2_10.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__m1s2s6b-d-deep.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__I5-14.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__L3R4_05_-240.swc,interneuron,1.0,no,0,
neuromorpho__Cell-13-3_1.swc,pyramidal,1.0,no,0,
neuromorpho__241-2-110-AW.swc,pyramidal,1.0,no,0,
neuromorpho__sec-2.swc,interneuron,1.0,no,0,
neuromorpho__V1_42.swc,pyramidal,1.0,no,0,
neuromorpho__241-3-27LU.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__T60_B_Trace_RK.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__236-1a-10-AW.swc,pyramidal,1.0,no,0,
neuromorpho__241-1-43VN.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-6-2_6.swc,pyramidal,1.0,no,0,
neuromorpho__M1KO_20.swc,pyramidal,1.0,no,0,
neuromorpho__243-3-16VN.swc,pyramidal,1.0,no,0,
neuromorpho__112F_2_R_WT.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__Cell-1-2_10.swc,pyramidal,1.0,no,0,
neuromorpho__PRL_59.swc,pyramidal,1.0,no,0,
neuromorpho__B1_slide2_7.swc,pyramidal,1.0,no,0,
neuromorpho__T60_C_Trace_RK.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__PRL_20.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-16-2_1.swc,pyramidal,1.0,no,0,
neuromorpho__PRL_1.swc,pyramidal,1.0,no,0,
neuromorpho__AA0902.swc,pyramidal,1.0,no,0,
neuromorpho__110B_1_r_Ngr2KO_1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__PRL_32.swc,pyramidal,1.0,no,0,
neuromorpho__7month-Arctic-C5aR1-KO-11_4.swc,pyramidal,1.0,no,0,
neuromorpho__S1_39.swc,pyramidal,1.0,no,0,
neuromorpho__Layer-6-Ethanol-5.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Cell-3-2_10.swc,pyramidal,1.0,no,0,
neuromorpho__236-2a-26-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__243-3-35VN.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Cell-5-2_6.swc,pyramidal,1.0,no,0,
neuromorpho__236-2a-30-AW.swc,pyramidal,1.0,no,0,
neuromorpho__sec-12.swc,interneuron,1.0,no,0,
neuromorpho__108A_2_l_WT_4.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__236-1a-7-AW.swc,pyramidal,1.0,no,0,
neuromorpho__B3_slide2_14.swc,pyramidal,1.0,no,0,
neuromorpho__I5-28.swc,pyramidal,1.0,no,0,
neuromorpho__242-3-18LU.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__242-2-13VN.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__PDE1c_vGluT2-KO_IN01.swc,interneuron,1.0,no,0,
neuromorpho__KO4-5-3-9.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__Cell-8-4.swc,pyramidal,1.0,no,0,
neuromorpho__PDE1c_vGluT2-ctrl_IN04.swc,interneuron,1.0,no,0,
neuromorpho__236-2a-19-AW.swc,pyramidal,1.0,no,0,
neuromorpho__Layer-2-3-Sucrose-11.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__STRESS-1-N3_1.swc,interneuron,1.0,no,0,
neuromorpho__241-2-50-AW.swc,pyramidal,1.0,no,0,
neuromorpho__236-2a-4-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__L3R4_06_-150.swc,interneuron,1.0,no,0,
neuromorpho__20180607-L1R2-6-4-185-05-337-32-36.swc,interneuron,1.0,no,0,
neuromorpho__Cell-12_7.swc,pyramidal,1.0,no,0,
neuromorpho__B3_slide2_15.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Cell-1-2_8.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-10-4.swc,pyramidal,1.0,no,0,
neuromorpho__STRESS-1-N2.swc,interneuron,1.0,no,0,
neuromorpho__B4_slide3_neuron2.swc,pyramidal,1.0,no,0,
neuromorpho__het_12_42.swc,pyramidal,1.0,no,0,
neuromorpho__112F_2_L_WT_1.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__PRL_58.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-11-3_1.swc,pyramidal,1.0,no,0,
neuromorpho__L2R5_06_-360.swc,interneuron,1.0,no,0,
neuromorpho__Layer-5-Ethanol-23.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__C10-17.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__B2-F3.swc,interneuron,1.0,no,0,
neuromorpho__B1-F2-cell2.swc,interneuron,1.0,no,0,
neuromorpho__Cell-7.swc,interneuron,1.0,no,0,
neuromorpho__Layer-2-3-Ethanol-7.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__Cell-8-3_3.swc,pyramidal,1.0,no,0,
neuromorpho__STRESS-1-N4.swc,interneuron,1.0,no,0,
neuromorpho__MAM03_Neuron3_CA1_PN_E_Slide3_R1_C1_40x.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__B2_slide2_17.swc,pyramidal,1.0,no,0,
neuromorpho__A3_slide3_21.swc,pyramidal,1.0,no,0,
neuromorpho__B1-F1-cell1.swc,interneuron,1.0,no,0,
neuromorpho__6N1-5072019_TileScan-3_Merged_wt10a.swc,interneuron,1.0,no,0,
neuromorpho__HIP_CA1_WT_12.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-7-2_4.swc,pyramidal,1.0,no,0,
neuromorpho__60L4_06_-120.swc,interneuron,1.0,no,0,
neuromorpho__B1_slide1_1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__PDE1c_vGluT2-KO_IN02.swc,interneuron,1.0,no,0,
neuromorpho__Layer-5-Ethanol-20.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__236-2-3LS.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__108A_2_l_WT_6.swc,pyramidal,1.0,no,0,
neuromorpho__20180607-L1R2-2-3-451-09-113-14-40.swc,interneuron,1.0,no,0,
neuromorpho__Layer-2-3-Ethanol-15.swc,pyramidal,1.0,no,0,
neuromorpho__L3R4_03_-330.swc,interneuron,1.0,no,0,
neuromorpho__236-2a-38-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Cell-20_2.swc,pyramidal,1.0,no,0,
neuromorpho__10month-wt-8_1.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__B1_slide1_3.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__20180607-L1R2-6-1-526-18-132-17-27.swc,interneuron,1.0,no,0,
neuromorpho__C10-21.swc,pyramidal,1.0,no,0,
neuromorpho__HIP_CA1_KO_7.swc,pyramidal,1.0,no,0,
neuromorpho__ctg_bV1_1.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__A4_slide1_1.swc,pyramidal,1.0,no,0,
neuromorpho__PRL_14.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-17_3.swc,pyramidal,1.0,no,0,
neuromorpho__PRL_17.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-4-2_9.swc,pyramidal,1.0,no,0,
neuromorpho__2-wild-type-veichle-neuron2_2.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__11503-23R1.swc,pyramidal,1.0,no,0,
neuromorpho__236-2a-45-AW.swc,pyramidal,1.0,no,0,
neuromorpho__10month-Arctic-72144-R_1.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__242-3-3-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__m1s2s2b-l-sup.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Cell-12-4_2.swc,pyramidal,1.0,no,0,
neuromorpho__AA0882.swc,pyramidal,1.0,no,0,
neuromorpho__B1_slide3_9.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__het-10.swc,interneuron,1.0,no,0,
neuromorpho__HIP_CA1_KO_8.swc,pyramidal,1.0,no,0,
neuromorpho__110A_2_r_Ngr2KO_8.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__APPKO-set1-003.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-6-4_2.swc,pyramidal,1.0,no,0,
neuromorpho__B1_slide2_8.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__PRLKO_3.swc,pyramidal,1.0,no,0,
neuromorpho__B1_Slide3_neuron4.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-9_6.swc,pyramidal,1.0,no,0,
neuromorpho__S1_24.swc,pyramidal,1.0,no,0,
neuromorpho__het_10-2.swc,pyramidal,1.0,no,0,
neuromorpho__p73_vGluT2-KO_IN03.swc,interneuron,1.0,no,0,
neuromorpho__236-2a-33-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__L3R4_06_-450.swc,interneuron,1.0,no,0,
neuromorpho__wt20x-06.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__99_1.swc,interneuron,1.0,no,0,
neuromorpho__PRLKO_36.swc,pyramidal,1.0,no,0,
neuromorpho__236-2a-53-AW.swc,pyramidal,1.0,no,0,
neuromorpho__236-2a-24-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Cell-11-2_1.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-9-2_5.swc,pyramidal,1.0,no,0,
neuromorpho__HIP_CA1_WT_3.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-15-3.swc,pyramidal,1.0,no,0,
neuromorpho__S1_21.swc,pyramidal,1.0,no,0,
neuromorpho__236-1a-12-AW.swc,pyramidal,1.0,no,0,
neuromorpho__sec-13.swc,interneuron,1.0,no,0,
neuromorpho__Cell-19_2.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-5-4_1.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-6-3_4.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Sholl-Exp-3003-2.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-1-3_4.swc,pyramidal,1.0,no,0,
neuromorpho__11509-25-R1.swc,pyramidal,1.0,no,0,
neuromorpho__Fresh-D4-Phall-Tau-Map2003-19.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-2-4_1.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-3-3_4.swc,pyramidal,1.0,no,0,
neuromorpho__sc308.swc,interneuron,1.0,no,0,
neuromorpho__Cell-9-4_1.swc,pyramidal,1.0,no,0,
neuromorpho__243-3-24VN.swc,pyramidal,1.0,no,0,
neuromorpho__PRL_49.swc,pyramidal,1.0,no,0,
neuromorpho__11506-19-L1.swc,pyramidal,1.0,no,0,
neuromorpho__Gunnersen_A14b4slice4RHS.swc,pyramidal,1.0,no,0,
neuromorpho__110E_1_L_Ngr2KO_2.swc,pyramidal,1.0,no,0,
neuromorpho__S1_9.swc,pyramidal,1.0,no,0,
neuromorpho__PDE1c_vGluT2-KO_IN14.swc,interneuron,1.0,no,0,
neuromorpho__102A_1_r_Ngr2KO_1.swc,pyramidal,1.0,no,0,
neuromorpho__STRESS-1-N6.swc,interneuron,1.0,no,0,
neuromorpho__7month-Arctic-20_5.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__I5-23.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__m1s2s7t-d-mid.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__11503-21-L1.swc,pyramidal,1.0,no,0,
neuromorpho__het_9-2.swc,pyramidal,1.0,no,0,
neuromorpho__11505-23-R1.swc,pyramidal,1.0,no,0,
neuromorpho__PRL_15.swc,pyramidal,1.0,no,0,
neuromorpho__10month-wt-44-LL_1.swc,pyramidal,1.0,no,1,TRUNCATED_APICAL
neuromorpho__Cell-18-3.swc,pyramidal,1.0,no,0,
neuromorpho__236-2a-28-AW.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__Cell-4-2_8.swc,pyramidal,1.0,no,0,
neuromorpho__tom-5.swc,pyramidal,1.0,no,0,
neuromorpho__L2R5_06_-525.swc,interneuron,1.0,no,0,
neuromorpho__113E_2_L_WT_1.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__242-3-14-AW.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__Cell-2-2_8.swc,pyramidal,1.0,no,0,
neuromorpho__C1046-ap1-ba1.swc,pyramidal,1.0,no,0,
neuromorpho__Cell-14_2.swc,pyramidal,1.0,no,0,
neuromorpho__141-08-cell-3-analysis.swc,interneuron,1.0,no,0,
neuromorpho__Cell-8_5.swc,pyramidal,1.0,no,0,
neuromorpho__Layer-6-Ethanol-11.swc,pyramidal,1.0,no,2,APICAL_INVERTED|TRUNCATED_APICAL
neuromorpho__111B_1_r_CA1_1_Ngr2KO_1.swc,pyramidal,1.0,no,1,APICAL_INVERTED
neuromorpho__omega-19.swc,pyramidal,1.0,no,0,
neuromorpho__31995_slide1_cell3.swc,pyramidal,1.0,no,0,
