row_id,model_seed,file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source,bad_f060,categories,n_categories,flag_score,flagged,flag_selected_model,flag_selected_feature_set,in_bottom_slice
seed123:neuromorpho__PDE1c_vGluT2-ctrl_IN31.swc,123,neuromorpho__PDE1c_vGluT2-ctrl_IN31.swc,interneuron,580,v12_gentle_seed123,1.0,1.0,,1.0,,interneuron,0.5363,True,1,0.0,,,0.0,0.0,0.0,0.998,0,579,0,0.26,neuromorpho,False,,0,0.0421988784165562,False,hgb,full,False
seed123:neuromorpho__PDE1c_vGluT2-ctrl_IN33.swc,123,neuromorpho__PDE1c_vGluT2-ctrl_IN33.swc,interneuron,529,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.6849,False,1,0.0,,,0.0,0.0,0.0,0.998,0,528,0,0.57,neuromorpho,False,,0,0.0309306982677014,False,hgb,full,False
seed123:neuromorpho__PFC-20130806A_Analysis.swc,123,neuromorpho__PFC-20130806A_Analysis.swc,interneuron,13033,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.8945,True,1,0.0,,,0.0,0.85,0.0,0.15,11076,1956,0,1.08,neuromorpho,False,,0,0.0111921053317819,False,hgb,full,False
seed123:neuromorpho__PFC-20130815B_Analysis.swc,123,neuromorpho__PFC-20130815B_Analysis.swc,interneuron,10629,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9971,True,1,0.0,,,0.0,0.838,0.0,0.162,8910,1718,0,1.09,neuromorpho,False,,0,0.0048906703577825,False,hgb,full,False
seed123:neuromorpho__PFC-20140225D_Analysis.swc,123,neuromorpho__PFC-20140225D_Analysis.swc,interneuron,37107,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9967,True,1,0.0,,,0.0,0.808,0.0,0.192,29991,7115,0,2.38,neuromorpho,False,,0,0.0101293559116855,False,hgb,full,False
seed123:neuromorpho__PFC-20140321A_Analysis.swc,123,neuromorpho__PFC-20140321A_Analysis.swc,interneuron,11627,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9956,True,1,0.0,,,0.0,0.822,0.0,0.178,9562,2064,0,1.06,neuromorpho,False,,0,0.0021778158691322,False,hgb,full,False
seed123:neuromorpho__PFC-20170523B_Analysis.swc,123,neuromorpho__PFC-20170523B_Analysis.swc,interneuron,36627,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9914,True,1,0.0,,,0.0,0.766,0.0,0.234,28063,8563,0,2.08,neuromorpho,False,,0,0.0919618795512217,False,hgb,full,False
seed123:neuromorpho__PFC13022019C_Analysis.swc,123,neuromorpho__PFC13022019C_Analysis.swc,interneuron,11581,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.7754,True,1,0.0,,,0.0,0.871,0.0,0.129,10088,1492,0,0.8,neuromorpho,False,,0,0.0397294437328703,False,hgb,full,False
seed123:neuromorpho__PFC13092017B_Analysis.swc,123,neuromorpho__PFC13092017B_Analysis.swc,interneuron,12713,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9584,True,1,-0.0,,,0.0,0.817,0.0,0.183,10388,2324,0,0.98,neuromorpho,False,,0,0.0235821045681638,False,hgb,full,False
seed123:neuromorpho__PFC13122016B_Analysis.swc,123,neuromorpho__PFC13122016B_Analysis.swc,interneuron,18995,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9328,True,1,-0.0,,,0.0,0.691,0.0,0.309,13131,5863,0,1.03,neuromorpho,False,,0,0.0211717169684329,False,hgb,full,False
seed123:neuromorpho__PFC160621A_Analysis.swc,123,neuromorpho__PFC160621A_Analysis.swc,interneuron,72435,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9962,True,1,0.0,,,0.0,0.832,0.0,0.168,60255,12179,0,4.76,neuromorpho,False,,0,0.0046949273924992,False,hgb,full,False
seed123:neuromorpho__PFC20130815C_Analysis.swc,123,neuromorpho__PFC20130815C_Analysis.swc,interneuron,12678,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9949,True,1,0.0,,,0.0,0.73,0.0,0.27,9254,3423,0,1.23,neuromorpho,False,,0,0.0357854144877357,False,hgb,full,False
seed123:neuromorpho__PFC24052016CD_Analysis.swc,123,neuromorpho__PFC24052016CD_Analysis.swc,interneuron,58215,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9544,True,1,0.0,,,0.0,0.836,0.0,0.164,48655,9559,0,3.08,neuromorpho,False,,0,0.0349432442559184,False,hgb,full,False
seed123:neuromorpho__PRLKO_12.swc,123,neuromorpho__PRLKO_12.swc,pyramidal,635,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9886,True,1,0.0,,,0.0,0.0,0.0,0.998,0,634,0,0.64,neuromorpho,False,,0,0.0084789420898503,False,hgb,full,False
seed123:neuromorpho__PRLKO_14.swc,123,neuromorpho__PRLKO_14.swc,pyramidal,545,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9933,True,1,0.0,,,0.0,0.0,0.0,0.998,0,544,0,0.61,neuromorpho,False,,0,0.0064536227732996,False,hgb,full,False
seed123:neuromorpho__PRLKO_16.swc,123,neuromorpho__PRLKO_16.swc,pyramidal,472,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9492,True,1,0.0,,,0.0,0.0,0.0,0.998,0,471,0,0.58,neuromorpho,False,,0,0.0116033415189721,False,hgb,full,False
seed123:neuromorpho__PRLKO_21.swc,123,neuromorpho__PRLKO_21.swc,pyramidal,878,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9921,True,1,0.0,,,0.0,0.0,0.0,0.999,0,877,0,0.68,neuromorpho,False,,0,0.005025775711398,False,hgb,full,False
seed123:neuromorpho__PRLKO_24.swc,123,neuromorpho__PRLKO_24.swc,pyramidal,500,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.8922,True,1,0.0,,,0.0,0.0,0.0,0.998,0,499,0,0.6,neuromorpho,False,,0,0.0127647981623825,False,hgb,full,False
seed123:neuromorpho__PRLKO_25.swc,123,neuromorpho__PRLKO_25.swc,pyramidal,744,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9925,True,1,0.0,,,0.0,0.0,0.0,0.999,0,743,0,0.65,neuromorpho,False,,0,0.0055214451592716,False,hgb,full,False
seed123:neuromorpho__PRLKO_27.swc,123,neuromorpho__PRLKO_27.swc,pyramidal,596,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9813,True,1,0.0,,,0.0,0.0,0.0,0.998,0,595,0,0.62,neuromorpho,False,,0,0.0106652600736286,False,hgb,full,False
seed123:neuromorpho__PRLKO_29.swc,123,neuromorpho__PRLKO_29.swc,pyramidal,710,v12_gentle_seed123,0.7723,0.6296,,0.7723,,pyramidal,0.9761,True,1,0.0,,,0.0,0.0,0.0,0.999,0,446,263,0.64,neuromorpho,False,,0,0.0540543044019261,False,hgb,full,False
seed123:neuromorpho__PRLKO_34.swc,123,neuromorpho__PRLKO_34.swc,pyramidal,428,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9669,True,1,0.0,,,0.0,0.0,0.0,0.998,0,427,0,0.56,neuromorpho,False,,0,0.0227164962720634,False,hgb,full,False
seed123:neuromorpho__PRLKO_38.swc,123,neuromorpho__PRLKO_38.swc,pyramidal,504,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9936,True,1,0.0,,,0.0,0.0,0.0,0.998,0,503,0,0.6,neuromorpho,False,,0,0.0102234014117204,False,hgb,full,False
seed123:neuromorpho__PRLKO_5.swc,123,neuromorpho__PRLKO_5.swc,pyramidal,280,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.7462,True,1,0.0,,,0.0,0.0,0.0,0.996,0,279,0,0.6,neuromorpho,False,,0,0.0319053846896553,False,hgb,full,False
seed123:neuromorpho__PRL_10.swc,123,neuromorpho__PRL_10.swc,pyramidal,787,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9877,True,1,0.0,,,0.0,0.0,0.0,0.999,0,786,0,0.62,neuromorpho,False,,0,0.0093750690409589,False,hgb,full,False
seed123:neuromorpho__PRL_13.swc,123,neuromorpho__PRL_13.swc,pyramidal,525,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9281,True,1,0.0,,,0.0,0.0,0.0,0.998,0,524,0,0.59,neuromorpho,False,,0,0.0242349725539615,False,hgb,full,False
seed123:neuromorpho__PRL_16.swc,123,neuromorpho__PRL_16.swc,pyramidal,682,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9911,True,1,0.0,,,0.0,0.0,0.0,0.999,0,681,0,0.68,neuromorpho,False,,0,0.0054808420285393,False,hgb,full,False
seed123:neuromorpho__PRL_22.swc,123,neuromorpho__PRL_22.swc,pyramidal,498,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9934,True,1,0.0,,,0.0,0.0,0.0,0.998,0,497,0,0.61,neuromorpho,False,,0,0.0127370897392346,False,hgb,full,False
seed123:neuromorpho__PRL_29.swc,123,neuromorpho__PRL_29.swc,pyramidal,679,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9921,True,1,0.0,,,0.0,0.0,0.0,0.999,0,678,0,0.64,neuromorpho,False,,0,0.0110574905299633,False,hgb,full,False
seed123:neuromorpho__PRL_3.swc,123,neuromorpho__PRL_3.swc,pyramidal,270,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9756,True,1,0.0,,,0.0,0.0,0.0,0.996,0,269,0,0.5,neuromorpho,False,,0,0.0147218212024811,False,hgb,full,False
seed123:neuromorpho__PRL_35.swc,123,neuromorpho__PRL_35.swc,pyramidal,534,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9931,True,1,0.0,,,0.0,0.0,0.0,0.998,0,533,0,0.59,neuromorpho,False,,0,0.0132510529109665,False,hgb,full,False
seed123:neuromorpho__PRL_41.swc,123,neuromorpho__PRL_41.swc,pyramidal,507,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9823,True,1,0.0,,,0.0,0.0,0.0,0.998,0,506,0,0.58,neuromorpho,False,,0,0.023825549763232,False,hgb,full,False
seed123:neuromorpho__PRL_46.swc,123,neuromorpho__PRL_46.swc,pyramidal,460,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9906,True,1,0.0,,,0.0,0.0,0.0,0.998,0,459,0,0.59,neuromorpho,False,,0,0.0073588784064555,False,hgb,full,False
seed123:neuromorpho__PRL_54.swc,123,neuromorpho__PRL_54.swc,pyramidal,536,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9174,True,1,0.0,,,0.0,0.0,0.0,0.998,0,535,0,0.59,neuromorpho,False,,0,0.0181189645334665,False,hgb,full,False
seed123:neuromorpho__PRL_58.swc,123,neuromorpho__PRL_58.swc,pyramidal,335,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9537,True,1,0.0,,,0.0,0.0,0.0,0.997,0,334,0,0.51,neuromorpho,False,,0,0.0196305409957791,False,hgb,full,False
seed123:neuromorpho__PSD24-F2b-S1.swc,123,neuromorpho__PSD24-F2b-S1.swc,interneuron,464,v12_gentle_seed123,1.0,1.0,,1.0,,interneuron,0.969,True,1,3.79,,,0.0,0.0,0.0,0.998,0,463,0,0.31,neuromorpho,False,,0,0.010828344100676,False,hgb,full,False
seed123:neuromorpho__P_F_15.swc,123,neuromorpho__P_F_15.swc,interneuron,25101,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9931,True,1,0.0,,,0.0,0.729,0.0,0.27,18311,6789,0,2.09,neuromorpho,False,,0,0.1185201267585149,False,hgb,full,False
seed123:neuromorpho__Pvalb-IRES-Cre_Ai14-299135-05-01-01_650040988_m.swc,123,neuromorpho__Pvalb-IRES-Cre_Ai14-299135-05-01-01_650040988_m.swc,interneuron,20837,v12_gentle_seed123,1.0,1.0,1.0,1.0,,interneuron,0.9967,True,1,0.0,,,0.0,0.911,0.0,0.089,18989,1847,0,2.26,neuromorpho,False,,0,0.0042717560175205,False,hgb,full,False
seed123:neuromorpho__RG3-F2.swc,123,neuromorpho__RG3-F2.swc,interneuron,811,v12_gentle_seed123,1.0,1.0,,1.0,,interneuron,0.9509,True,1,6.9,,,0.0,0.0,0.0,0.999,0,810,0,0.39,neuromorpho,False,,0,0.0191597596467305,False,hgb,full,False
seed123:neuromorpho__Red_19weeks_Neuron2.swc,123,neuromorpho__Red_19weeks_Neuron2.swc,pyramidal,37,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.98,True,1,0.0,,,0.0,0.0,0.0,0.973,0,36,0,0.46,neuromorpho,False,,0,0.0198167336954653,False,hgb,full,False
seed123:neuromorpho__Red_19weeks_Neuron6.swc,123,neuromorpho__Red_19weeks_Neuron6.swc,pyramidal,49,v12_gentle_seed123,0.8148,0.6939,,0.8148,,pyramidal,0.8694,True,1,0.0,,,0.0,0.0,0.0,0.98,15,33,0,0.48,neuromorpho,False,,0,0.2232403043742344,False,hgb,full,False
seed123:neuromorpho__Red_1week_Neuron6.swc,123,neuromorpho__Red_1week_Neuron6.swc,pyramidal,50,v12_gentle_seed123,0.7595,0.62,,0.7595,,pyramidal,0.9593,True,1,0.0,,,0.0,0.0,0.0,0.98,19,30,0,0.51,neuromorpho,False,,0,0.4865147584761699,True,hgb,full,False
seed123:neuromorpho__Red_2weeks_Neuron13.swc,123,neuromorpho__Red_2weeks_Neuron13.swc,pyramidal,33,v12_gentle_seed123,0.9677,0.9394,,0.9677,,pyramidal,0.9884,True,1,0.0,,,0.0,0.0,0.0,0.97,2,30,0,0.47,neuromorpho,False,,0,0.0523270497953423,False,hgb,full,False
seed123:neuromorpho__Red_2weeks_Neuron4.swc,123,neuromorpho__Red_2weeks_Neuron4.swc,pyramidal,36,v12_gentle_seed123,0.9394,0.8889,,0.9394,,pyramidal,0.9657,True,1,0.0,,,0.0,0.0,0.0,0.972,4,31,0,0.44,neuromorpho,False,,0,0.0657845442191982,False,hgb,full,False
seed123:neuromorpho__Red_2weeks__Neuron9.swc,123,neuromorpho__Red_2weeks__Neuron9.swc,pyramidal,20,v12_gentle_seed123,0.7333,0.6,,0.7333,,pyramidal,0.9666,True,1,0.0,,,0.0,0.0,0.0,0.95,8,11,0,0.42,neuromorpho,False,,0,0.1566503077110157,False,hgb,full,False
seed123:neuromorpho__Red_4weeks_Neuron10.swc,123,neuromorpho__Red_4weeks_Neuron10.swc,pyramidal,42,v12_gentle_seed123,0.1778,0.119,,0.1778,,pyramidal,0.9857,True,1,0.0,,,0.0,0.0,0.0,0.976,37,4,0,0.52,neuromorpho,True,BASAL_LOST,1,0.9703666740400844,True,hgb,full,True
seed123:neuromorpho__Red_4weeks_Neuron11_addl.swc,123,neuromorpho__Red_4weeks_Neuron11_addl.swc,pyramidal,107,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9529,True,1,0.0,,,0.0,0.0,0.0,0.991,0,106,0,0.59,neuromorpho,False,,0,0.0322867157177782,False,hgb,full,False
seed123:neuromorpho__Red_4weeks_Neuron2.swc,123,neuromorpho__Red_4weeks_Neuron2.swc,pyramidal,30,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.979,True,1,0.0,,,0.0,0.0,0.0,0.967,0,29,0,0.45,neuromorpho,False,,0,0.0096184954604645,False,hgb,full,False
seed123:neuromorpho__Red_4weeks_Neuron9.swc,123,neuromorpho__Red_4weeks_Neuron9.swc,pyramidal,80,v12_gentle_seed123,0.0,0.0125,,0.0,,pyramidal,0.9428,True,1,0.0,,,0.0,0.0,0.0,0.988,79,0,0,0.46,neuromorpho,True,BASAL_LOST,1,0.9559472944419412,True,hgb,full,True
seed123:neuromorpho__Red_6Weeks_Neuron6.swc,123,neuromorpho__Red_6Weeks_Neuron6.swc,pyramidal,62,v12_gentle_seed123,0.7423,0.5968,,0.7423,,pyramidal,0.8255,True,1,0.0,,,0.0,0.0,0.0,0.984,25,36,0,0.46,neuromorpho,False,,0,0.2215230881791603,False,hgb,full,False
seed123:neuromorpho__Red_6weeks_Neuron11.swc,123,neuromorpho__Red_6weeks_Neuron11.swc,pyramidal,63,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9775,True,1,0.0,,,0.0,0.0,0.0,0.984,0,62,0,0.48,neuromorpho,False,,0,0.018342739816029,False,hgb,full,False
seed123:neuromorpho__Red_6weeks__Neuron5.swc,123,neuromorpho__Red_6weeks__Neuron5.swc,pyramidal,21,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9339,True,1,0.0,,,0.0,0.0,0.0,0.952,0,20,0,0.45,neuromorpho,False,,0,0.0164429238276414,False,hgb,full,False
seed123:neuromorpho__Red_7-5w_Neuron6.swc,123,neuromorpho__Red_7-5w_Neuron6.swc,pyramidal,27,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9886,True,1,0.0,,,0.0,0.0,0.0,0.963,0,26,0,0.46,neuromorpho,False,,0,0.0095478068637377,False,hgb,full,False
seed123:neuromorpho__Red_7-5weeks_Neuron11.swc,123,neuromorpho__Red_7-5weeks_Neuron11.swc,pyramidal,31,v12_gentle_seed123,0.7234,0.5806,,0.7234,,pyramidal,0.974,True,1,0.0,,,0.0,0.0,0.0,0.968,13,17,0,0.45,neuromorpho,False,,0,0.2083362408609023,False,hgb,full,False
seed123:neuromorpho__Rouge-01-bis.swc,123,neuromorpho__Rouge-01-bis.swc,pyramidal,610,v12_gentle_seed123,0.1929,0.4082,0.0,0.5788,0.0,pyramidal,0.9264,True,1,0.0,-18.14,-18.14,53.97,0.021,0.225,0.752,211,398,0,0.62,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|AXON_DENDRITE_CONFUSION,4,0.5160788985657702,True,hgb,full,True
seed123:neuromorpho__Rouge-03-bis.swc,123,neuromorpho__Rouge-03-bis.swc,pyramidal,822,v12_gentle_seed123,0.6292,0.8102,1.0,0.8876,0.0,pyramidal,0.9399,True,1,0.0,4.27,4.27,57.89,0.06,0.19,0.749,49,772,0,0.71,neuromorpho,False,APICAL_MISSED|APICAL_UNDERPREDICTED,2,0.5540107134641142,True,hgb,full,True
seed123:neuromorpho__S1KO_12.swc,123,neuromorpho__S1KO_12.swc,pyramidal,768,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9956,True,1,0.0,,,0.0,0.0,0.0,0.999,0,767,0,0.73,neuromorpho,False,,0,0.0048550265986205,False,hgb,full,False
seed123:neuromorpho__S1KO_18.swc,123,neuromorpho__S1KO_18.swc,pyramidal,795,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9502,True,1,0.0,,,0.0,0.0,0.0,0.999,0,794,0,0.65,neuromorpho,False,,0,0.0113362075984898,False,hgb,full,False
seed123:neuromorpho__S1KO_19.swc,123,neuromorpho__S1KO_19.swc,pyramidal,1085,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9943,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1084,0,0.75,neuromorpho,False,,0,0.0040518235093735,False,hgb,full,False
seed123:neuromorpho__S1KO_20.swc,123,neuromorpho__S1KO_20.swc,pyramidal,748,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9935,True,1,0.0,,,0.0,0.0,0.0,0.999,0,747,0,0.64,neuromorpho,False,,0,0.004949756175568,False,hgb,full,False
seed123:neuromorpho__S1KO_3.swc,123,neuromorpho__S1KO_3.swc,pyramidal,516,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.992,True,1,0.0,,,0.0,0.0,0.0,0.998,0,515,0,0.65,neuromorpho,False,,0,0.0051979284215168,False,hgb,full,False
seed123:neuromorpho__S1KO_33.swc,123,neuromorpho__S1KO_33.swc,pyramidal,642,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9923,True,1,0.0,,,0.0,0.0,0.0,0.998,0,641,0,0.73,neuromorpho,False,,0,0.0053346772729432,False,hgb,full,False
seed123:neuromorpho__S1KO_34.swc,123,neuromorpho__S1KO_34.swc,pyramidal,960,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9913,True,1,0.0,,,0.0,0.0,0.0,0.999,0,959,0,0.75,neuromorpho,False,,0,0.0048520807453663,False,hgb,full,False
seed123:neuromorpho__S1KO_35.swc,123,neuromorpho__S1KO_35.swc,pyramidal,592,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9927,True,1,0.0,,,0.0,0.0,0.0,0.998,0,591,0,0.65,neuromorpho,False,,0,0.0040193252758786,False,hgb,full,False
seed123:neuromorpho__S1KO_37.swc,123,neuromorpho__S1KO_37.swc,pyramidal,782,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9898,True,1,0.0,,,0.0,0.0,0.0,0.999,0,781,0,0.68,neuromorpho,False,,0,0.0087153172754613,False,hgb,full,False
seed123:neuromorpho__S1KO_38.swc,123,neuromorpho__S1KO_38.swc,pyramidal,817,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9904,True,1,0.0,,,0.0,0.0,0.0,0.999,0,816,0,0.74,neuromorpho,False,,0,0.0061160122263454,False,hgb,full,False
seed123:neuromorpho__S1KO_40.swc,123,neuromorpho__S1KO_40.swc,pyramidal,1050,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9934,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1049,0,0.78,neuromorpho,False,,0,0.0047155935521212,False,hgb,full,False
seed123:neuromorpho__S1KO_41.swc,123,neuromorpho__S1KO_41.swc,pyramidal,653,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9731,True,1,0.0,,,0.0,0.0,0.0,0.998,0,652,0,0.6,neuromorpho,False,,0,0.0068522129785358,False,hgb,full,False
seed123:neuromorpho__S1KO_45.swc,123,neuromorpho__S1KO_45.swc,pyramidal,978,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9939,True,1,0.0,,,0.0,0.0,0.0,0.999,0,977,0,0.79,neuromorpho,False,,0,0.0039214259960741,False,hgb,full,False
seed123:neuromorpho__S1KO_48.swc,123,neuromorpho__S1KO_48.swc,pyramidal,1142,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9921,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1141,0,0.94,neuromorpho,False,,0,0.0052913852962494,False,hgb,full,False
seed123:neuromorpho__S1KO_55.swc,123,neuromorpho__S1KO_55.swc,pyramidal,565,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9932,True,1,0.0,,,0.0,0.0,0.0,0.998,0,564,0,0.65,neuromorpho,False,,0,0.0067984260872559,False,hgb,full,False
seed123:neuromorpho__S1KO_61.swc,123,neuromorpho__S1KO_61.swc,pyramidal,514,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.985,True,1,0.0,,,0.0,0.0,0.0,0.998,0,513,0,0.6,neuromorpho,False,,0,0.0032349216060804,False,hgb,full,False
seed123:neuromorpho__S1KO_62.swc,123,neuromorpho__S1KO_62.swc,pyramidal,600,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9816,True,1,0.0,,,0.0,0.0,0.0,0.998,0,599,0,0.69,neuromorpho,False,,0,0.0033118180937147,False,hgb,full,False
seed123:neuromorpho__S1KO_8.swc,123,neuromorpho__S1KO_8.swc,pyramidal,659,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9891,True,1,0.0,,,0.0,0.0,0.0,0.998,0,658,0,0.75,neuromorpho,False,,0,0.0110410909751038,False,hgb,full,False
seed123:neuromorpho__S1KO_9.swc,123,neuromorpho__S1KO_9.swc,pyramidal,1059,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9942,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1058,0,0.78,neuromorpho,False,,0,0.0036225531050671,False,hgb,full,False
seed123:neuromorpho__S1_2.swc,123,neuromorpho__S1_2.swc,pyramidal,466,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9939,True,1,0.0,,,0.0,0.0,0.0,0.998,0,465,0,0.65,neuromorpho,False,,0,0.0063128875265938,False,hgb,full,False
seed123:neuromorpho__S1_24.swc,123,neuromorpho__S1_24.swc,pyramidal,298,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9582,True,1,0.0,,,0.0,0.0,0.0,0.997,0,297,0,0.54,neuromorpho,False,,0,0.0119926997622111,False,hgb,full,False
seed123:neuromorpho__S1_28.swc,123,neuromorpho__S1_28.swc,pyramidal,290,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9706,True,1,0.0,,,0.0,0.0,0.0,0.997,0,289,0,0.6,neuromorpho,False,,0,0.0090485573384448,False,hgb,full,False
seed123:neuromorpho__S1_3.swc,123,neuromorpho__S1_3.swc,pyramidal,348,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9648,True,1,0.0,,,0.0,0.0,0.0,0.997,0,347,0,0.54,neuromorpho,False,,0,0.0137678624806972,False,hgb,full,False
seed123:neuromorpho__S1_33.swc,123,neuromorpho__S1_33.swc,pyramidal,351,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9877,True,1,0.0,,,0.0,0.0,0.0,0.997,0,350,0,0.58,neuromorpho,False,,0,0.005699985663186,False,hgb,full,False
seed123:neuromorpho__S1_36.swc,123,neuromorpho__S1_36.swc,pyramidal,449,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.988,True,1,0.0,,,0.0,0.0,0.0,0.998,0,448,0,0.6,neuromorpho,False,,0,0.0125951445594985,False,hgb,full,False
seed123:neuromorpho__S1_39.swc,123,neuromorpho__S1_39.swc,pyramidal,363,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9943,True,1,0.0,,,0.0,0.0,0.0,0.997,0,362,0,0.63,neuromorpho,False,,0,0.0040447949863204,False,hgb,full,False
seed123:neuromorpho__S1_4.swc,123,neuromorpho__S1_4.swc,pyramidal,342,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9911,True,1,0.0,,,0.0,0.0,0.0,0.997,0,341,0,0.63,neuromorpho,False,,0,0.0063639487556277,False,hgb,full,False
seed123:neuromorpho__S1_44.swc,123,neuromorpho__S1_44.swc,pyramidal,449,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9953,True,1,0.0,,,0.0,0.0,0.0,0.998,0,448,0,0.66,neuromorpho,False,,0,0.004062968736284,False,hgb,full,False
seed123:neuromorpho__S1_45.swc,123,neuromorpho__S1_45.swc,pyramidal,249,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9865,True,1,0.0,,,0.0,0.0,0.0,0.996,0,248,0,0.53,neuromorpho,False,,0,0.0198730272684269,False,hgb,full,False
seed123:neuromorpho__S1_46.swc,123,neuromorpho__S1_46.swc,pyramidal,602,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9944,True,1,0.0,,,0.0,0.0,0.0,0.998,0,601,0,0.69,neuromorpho,False,,0,0.0051466041961187,False,hgb,full,False
seed123:neuromorpho__S2KO_20.swc,123,neuromorpho__S2KO_20.swc,pyramidal,501,v12_gentle_seed123,1.0,1.0,,1.0,,pyramidal,0.9781,True,1,0.0,,,0.0,0.0,0.0,0.998,0,500,0,0.61,neuromorpho,False,,0,0.0103086741183578,False,hgb,full,False
