precision,recall,threshold
0.08198757763975155,1.0,0.0040374109735494
0.08200031060723714,1.0,0.0040428443001139
0.08201304753028892,1.0,0.0040436885057548
0.08203853325046613,1.0,0.0040443174041839
0.08212785814279049,1.0,0.0040447949863204
0.0821406347230865,1.0,0.0040449982051966
0.08215341527929049,1.0,0.0040479553431652
0.08216619981325864,1.0,0.0040483935697949
0.08217898832684825,1.0,0.004049205619201
0.0821917808219178,1.0,0.0040512406542955
0.08220457730032694,1.0,0.0040518235093735
0.08221737776393646,1.0,0.0040534668057049
0.08223018221460832,1.0,0.0040580630804773
0.08224299065420561,1.0,0.004060977700588
0.08225580308459261,1.0,0.004062968736284
0.08226861950763478,1.0,0.0040631198055051
0.0822814399251987,1.0,0.0040664595724012
0.08229426433915212,1.0,0.0040687155300937
0.0823199251637044,1.0,0.004076085327517
0.08235844642021525,1.0,0.0041021539915137
0.08237129485179408,1.0,0.0041039181005801
0.0823841472928694,1.0,0.0041049479074462
0.08239700374531835,1.0,0.0041062876878032
0.0824098642110192,1.0,0.00411138568671
0.08242272869185138,1.0,0.0041123400739217
0.08243559718969555,1.0,0.0041163208716091
0.08244846970643348,1.0,0.0041185348514041
0.08246134624394814,1.0,0.0041187572964056
0.08247422680412371,1.0,0.0041200015957628
0.0824871113888455,1.0,0.0041207300337185
0.0825,1.0,0.0041225378774868
0.08251289263947492,1.0,0.0041235616930303
0.08252578930915912,1.0,0.0041242730363585
0.08253869001094263,1.0,0.0041310317816909
0.0825515947467167,1.0,0.0041362026966019
0.08256450351837373,1.0,0.0041387558977736
0.08257741632780732,1.0,0.0041388152636637
0.08259033317691225,1.0,0.004145228021324
0.08260325406758448,1.0,0.0041508653523029
0.08262910798122065,1.0,0.0041526190366077
0.08264204100798248,1.0,0.0041535035293209
0.08265497808390733,1.0,0.0041839179859878
0.08266791921089714,1.0,0.0041850644666297
0.082680864390855,1.0,0.0041925543232682
0.0826938136256852,1.0,0.0041938210940227
0.08270676691729323,1.0,0.0041961948201655
0.08271972426758578,1.0,0.0041991573414188
0.0827326856784707,1.0,0.0042083706283055
0.08274565115185707,1.0,0.0042130723961284
0.08275862068965517,1.0,0.0042168142797519
0.08277159429377645,1.0,0.004217137798158
0.08278457196613359,1.0,0.0042185108236661
0.08279755370864042,1.0,0.0042214025572953
0.08281053952321205,1.0,0.0042264461010401
0.08282352941176471,1.0,0.0042286183491526
0.08283652337621587,1.0,0.0042293117378243
0.08284952141848423,1.0,0.0042306339197034
0.08288854003139717,1.0,0.0042312998134146
0.08290155440414508,1.0,0.004235471754164
0.0829145728643216,1.0,0.0042355783826609
0.08292759541385268,1.0,0.0042424840787756
0.08294062205466542,1.0,0.0042426372420522
0.08295365278868813,1.0,0.0042431654163064
0.08299276956931782,1.0,0.0042554292320568
0.08300581669548814,1.0,0.0042590266969681
0.0830188679245283,1.0,0.0042601092324445
0.08303192325837395,1.0,0.0042608692606416
0.08304498269896193,1.0,0.004261672473843
0.0830580462482303,1.0,0.0042627642682595
0.08307111390811832,1.0,0.0042633155152746
0.08308418568056648,1.0,0.0042640626463856
0.08309726156751653,1.0,0.0042662077420604
0.08311034157091138,1.0,0.0042680193542326
0.08313651393481342,1.0,0.0042717560175205
0.0831496062992126,1.0,0.0042723943878076
0.0831627027878406,1.0,0.0042777653337732
0.0831758034026465,1.0,0.0042872611305106
0.08321513002364066,1.0,0.0042916199676807
0.0832282471626734,1.0,0.0042999983908824
0.0832413684376478,1.0,0.0043041294715441
0.08325449385052035,1.0,0.0043060784536537
0.0832676234032487,1.0,0.0043069157559877
0.0832807570977918,1.0,0.0043147849079886
0.0832938949361098,1.0,0.0043153360466454
0.08330703692016408,1.0,0.0043280944867731
0.08332018305191731,1.0,0.0043352504261349
